species_name	display_name	ah_id	ah_species	description	gprofiler_id	gprofiler_species	rdataclass	rdatadateadded	sourcetype	taxonomyid	title
Musa acuminata subsp. malaccensis	Musa acuminata	NA	NA	NA	macuminata	Musa acuminata subsp. malaccensis	NA	NA	NA	214687	NA
Brassica juncea	Brassica juncea	NA	NA	NA	bjuncea	Brassica juncea	NA	NA	NA	3707	NA
Panicum hallii var. hallii	Panicum hallii HAL2	NA	NA	NA	phallii	Panicum hallii var. hallii	NA	NA	NA	1504633	NA
Kalanchoe fedtschenkoi	Kalanchoe fedtschenkoi	NA	NA	NA	kfedtschenkoi	Kalanchoe fedtschenkoi	NA	NA	NA	63787	NA
Olea europaea subsp. europaea	Olea europaea	NA	NA	NA	oeuropaea	Olea europaea subsp. europaea	NA	NA	NA	158383	NA
Arabidopsis halleri subsp. gemmifera	Arabidopsis halleri	NA	NA	NA	ahalleri	Arabidopsis halleri subsp. gemmifera	NA	NA	NA	63677	NA
Brassica oleracea var. oleracea	Brassica oleracea	NA	NA	NA	boleracea	Brassica oleracea var. oleracea	NA	NA	NA	109376	NA
Triticum turgidum subsp. durum	Triticum turgidum	NA	NA	NA	tturgidum	Triticum turgidum subsp. durum	NA	NA	NA	4567	NA
Chara braunii	Chara braunii	NA	NA	NA	cbraunii	Chara braunii	NA	NA	NA	69332	NA
Trichuris suis	Trichuris suis (PRJNA208415)	NA	NA	NA	trsuisprjna208415	Trichuris suis	NA	NA	NA	68888	NA
Coffea canephora	Coffea canephora	NA	NA	NA	ccanephora	Coffea canephora	NA	NA	NA	49390	NA
Ficus carica	Ficus carica	NA	NA	NA	fcarica	Ficus carica	NA	NA	NA	3494	NA
Oryza sativa aromatic subgroup	Oryza sativa (circum-Basmati var. ARC 10497)	NA	NA	NA	osarc	Oryza sativa aromatic subgroup	NA	NA	NA	1736658	NA
Brassica rapa subsp. trilocularis	Brassica rapa R-o-18	NA	NA	NA	brro18	Brassica rapa subsp. trilocularis	NA	NA	NA	1813537	NA
Aegilops umbellulata	(aegilops_umbellulata) - GCA_951805315.1 [Community annotation]	NA	NA	NA	aumbellulata	Aegilops umbellulata	NA	NA	NA	4491	NA
Corchorus capsularis	Corchorus capsularis	NA	NA	NA	ccapsularis	Corchorus capsularis	NA	NA	NA	210143	NA
Corymbia citriodora subsp. variegata	Corymbia citriodora	NA	NA	NA	ccitriodora	Corymbia citriodora subsp. variegata	NA	NA	NA	360336	NA
Triticum urartu	Triticum urartu	NA	NA	NA	turartu	Triticum urartu	NA	NA	NA	4572	NA
Oryza barthii	Oryza barthii	NA	NA	NA	obarthii	Oryza barthii	NA	NA	NA	65489	NA
Oryza punctata	Oryza punctata	NA	NA	NA	opunctata	Oryza punctata	NA	NA	NA	4537	NA
Ditylenchus destructor	Ditylenchus destructor (PRJNA312427)	NA	NA	NA	didestprjna312427	Ditylenchus destructor	NA	NA	NA	166010	NA
Cyanidioschyzon merolae strain 10D	Cyanidioschyzon merolae	NA	NA	NA	cmerolae	Cyanidioschyzon merolae strain 10D	NA	NA	NA	280699	NA
Echinochloa crus-galli	Echinochloa crus-galli	NA	NA	NA	ecrusgalli	Echinochloa crus-galli	NA	NA	NA	90397	NA
Eragrostis curvula	Eragrostis curvula	NA	NA	NA	ecurvula	Eragrostis curvula	NA	NA	NA	38414	NA
Actinidia chinensis var. chinensis	Actinidia chinensis	NA	NA	NA	achinensis	Actinidia chinensis var. chinensis	NA	NA	NA	1590841	NA
Oryza meridionalis	Oryza meridionalis	NA	NA	NA	omeridionalis	Oryza meridionalis	NA	NA	NA	40149	NA
Aegilops tauschii subsp. strangulata	Aegilops tauschii	NA	NA	NA	atauschii	Aegilops tauschii subsp. strangulata	NA	NA	NA	200361	NA
Fraxinus excelsior	Fraxinus excelsior	NA	NA	NA	fexcelsior	Fraxinus excelsior	NA	NA	NA	38873	NA
Oryza nivara	Oryza nivara	NA	NA	NA	onivara	Oryza nivara	NA	NA	NA	4536	NA
Ostreococcus lucimarinus CCE9901	Ostreococcus lucimarinus	NA	NA	NA	olucimarinus	Ostreococcus lucimarinus CCE9901	NA	NA	NA	436017	NA
Triticum spelta	Triticum spelta	NA	NA	NA	tspelta	Triticum spelta	NA	NA	NA	58933	NA
Linhomoeus sp. GSCO2_2	Linhomoeus gsco22	NA	NA	NA	ligscoprjna953805	Linhomoeus sp. GSCO2_2	NA	NA	NA	3043724	NA
Paragonimus heterotremus	Paragonimus heterotremus	NA	NA	NA	paheteprjna284523	Paragonimus heterotremus	NA	NA	NA	100268	NA
Pyrenophora teres f. teres 0-1	Pyrenophora teres	NA	NA	NA	pteres	Pyrenophora teres f. teres 0-1	NA	NA	NA	861557	NA
Fusarium graminearum	Fusarium graminearum str. PH-1	NA	NA	NA	fgraminearum	Fusarium graminearum	NA	NA	NA	5518	NA
Zymoseptoria tritici IPO323	Zymoseptoria tritici	NA	NA	NA	ztritici	Zymoseptoria tritici IPO323	NA	NA	NA	336722	NA
Aspergillus terreus NIH2624	Aspergillus terreus NIH2624	NA	NA	NA	aterreus	Aspergillus terreus NIH2624	NA	NA	NA	341663	NA
Eremothecium gossypii ATCC 10895	Ashbya gossypii	NA	NA	NA	agossypii	Eremothecium gossypii ATCC 10895	NA	NA	NA	284811	NA
Fusarium fujikuroi	Fusarium fujikuroi	NA	NA	NA	ffujikuroi	Fusarium fujikuroi	NA	NA	NA	5127	NA
Beauveria bassiana	Beauveria bassiana	NA	NA	NA	bbassiana	Beauveria bassiana	NA	NA	NA	176275	NA
Dothistroma septosporum NZE10	Dothistroma septosporum	NA	NA	NA	dseptosporum	Dothistroma septosporum NZE10	NA	NA	NA	675120	NA
Aspergillus nidulans FGSC A4	Aspergillus nidulans	NA	NA	NA	anidulans	Aspergillus nidulans FGSC A4	NA	NA	NA	227321	NA
Phanerochaete chrysosporium RP-78	Phanerochaete chrysosporium	NA	NA	NA	pchrysosporium	Phanerochaete chrysosporium RP-78	NA	NA	NA	273507	NA
Rhynchonema sp. JSB1_4	Rhynchonema jsb14	NA	NA	NA	rhjsb1prjna953805	Rhynchonema sp. JSB1_4	NA	NA	NA	3043720	NA
Cryptococcus deneoformans JEC21	Cryptococcus neoformans var. neoformans JEC21	NA	NA	NA	cneoformans	Cryptococcus deneoformans JEC21	NA	NA	NA	214684	NA
Verticillium dahliae VdLs.17	Verticillium dahliae	NA	NA	NA	vdahliae	Verticillium dahliae VdLs.17	NA	NA	NA	498257	NA
Nakaseomyces glabratus CBS 138	Candida glabrata	NA	NA	NA	cglabrata	Nakaseomyces glabratus CBS 138	NA	NA	NA	284593	NA
Candidozyma duobushaemuli	Candida duobushaemulonis	NA	NA	NA	cduobushaemulonis	Candidozyma duobushaemuli	NA	NA	NA	1231522	NA
Aspergillus flavus NRRL3357	Aspergillus flavus NRRL3357	NA	NA	NA	aflavus	Aspergillus flavus NRRL3357	NA	NA	NA	332952	NA
Pyricularia oryzae 70-15	Magnaporthe oryzae	NA	NA	NA	moryzae	Pyricularia oryzae 70-15	NA	NA	NA	242507	NA
Candidozyma haemuli	[Candida] haemuloni	NA	NA	NA	chaemuloni	Candidozyma haemuli	NA	NA	NA	45357	NA
Candida parapsilosis CDC317	Candida parapsilosis	NA	NA	NA	cparapsilosis	Candida parapsilosis CDC317	NA	NA	NA	578454	NA
Aspergillus fischeri NRRL 181	Aspergillus fischeri NRRL 181	NA	NA	NA	nfischeri	Aspergillus fischeri NRRL 181	NA	NA	NA	331117	NA
Puccinia striiformis f. sp. tritici PST-130	Puccinia striiformis f. sp. tritici PST-130 str. Race 130	NA	NA	NA	pstriiformis	Puccinia striiformis f. sp. tritici PST-130	NA	NA	NA	875184	NA
Ditylenchus dipsaci	Ditylenchus dipsaci	NA	NA	NA	didipsprjna498219	Ditylenchus dipsaci	NA	NA	NA	166011	NA
Aspergillus clavatus NRRL 1	Aspergillus clavatus NRRL 1	NA	NA	NA	aclavatus	Aspergillus clavatus NRRL 1	NA	NA	NA	344612	NA
Ustilago maydis	Ustilago maydis	NA	NA	NA	umaydis	Ustilago maydis	NA	NA	NA	237631	NA
Schizosaccharomyces japonicus yFS275	Schizosaccharomyces japonicus	NA	NA	NA	sjaponicus	Schizosaccharomyces japonicus yFS275	NA	NA	NA	402676	NA
Aspergillus fumigatus A1163	Aspergillus fumigatus A1163	NA	NA	NA	afumigatusa1163	Aspergillus fumigatus A1163	NA	NA	NA	451804	NA
Microbotryum lychnidis-dioicae p1A1 Lamole	Microbotryum violaceum	NA	NA	NA	mviolaceum	Microbotryum lychnidis-dioicae p1A1 Lamole	NA	NA	NA	683840	NA
Botrytis cinerea B05.10	Botrytis cinerea B05.10	NA	NA	NA	bcinerea	Botrytis cinerea B05.10	NA	NA	NA	332648	NA
Schizosaccharomyces octosporus yFS286	Schizosaccharomyces octosporus	NA	NA	NA	soctosporus	Schizosaccharomyces octosporus yFS286	NA	NA	NA	483514	NA
Pyricularia oryzae	Magnaporthe oryzae	NA	NA	NA	poryzae	Pyricularia oryzae	NA	NA	NA	318829	NA
Trichoderma virens Gv29-8	Trichoderma virens	NA	NA	NA	tvirens	Trichoderma virens Gv29-8	NA	NA	NA	413071	NA
Puccinia graminis f. sp. tritici 04KEN156/4	Puccinia graminis Ug99	NA	NA	NA	pgraminisug99	Puccinia graminis f. sp. tritici 04KEN156/4	NA	NA	NA	1040990	NA
Heligmosomoides polygyrus	Heligmosomoides polygyrus (PRJEB1203)	NA	NA	NA	hepolyprjeb1203	Heligmosomoides polygyrus	NA	NA	NA	6339	NA
Fusarium pseudograminearum CS3096	Fusarium pseudograminearum	NA	NA	NA	fpseudograminearum	Fusarium pseudograminearum CS3096	NA	NA	NA	1028729	NA
Candidozyma pseudohaemuli	[Candida] pseudohaemulonii	NA	NA	NA	cpseudohaemulonis	Candidozyma pseudohaemuli	NA	NA	NA	418784	NA
Aspergillus oryzae RIB40	Aspergillus oryzae RIB40	NA	NA	NA	aoryzae	Aspergillus oryzae RIB40	NA	NA	NA	510516	NA
Fusarium culmorum CS7071	Fusarium culmorum UK99	NA	NA	NA	fculmorum	Fusarium culmorum CS7071	NA	NA	NA	1318462	NA
Blumeria hordei DH14	Blumeria graminis	NA	NA	NA	bgraminis	Blumeria hordei DH14	NA	NA	NA	546991	NA
Candidozyma auris	Candida auris	NA	NA	NA	cauris	Candidozyma auris	NA	NA	NA	498019	NA
Aspergillus fumigatus Af293	Aspergillus fumigatus Af293	NA	NA	NA	afumigatus	Aspergillus fumigatus Af293	NA	NA	NA	330879	NA
Histoplasma ohiense	Histoplasma capsulatum	NA	NA	NA	hcapsulatum	Histoplasma ohiense	NA	NA	NA	2902605	NA
Verticillium dahliae JR2	Verticillium dahliae JR2	NA	NA	NA	vdahliaejr2	Verticillium dahliae JR2	NA	NA	NA	1202531	NA
Puccinia triticina 1-1 BBBD Race 1	Puccinia triticina	NA	NA	NA	ptriticina	Puccinia triticina 1-1 BBBD Race 1	NA	NA	NA	630390	NA
Globodera pallida	Globodera pallida (PRJEB123)	NA	NA	NA	glpallprjeb123	Globodera pallida	NA	NA	NA	36090	NA
Magnaporthiopsis poae ATCC 64411	Magnaporthe poae	NA	NA	NA	mpoae	Magnaporthiopsis poae ATCC 64411	NA	NA	NA	644358	NA
Komagataella phaffii GS115	Komagataella pastoris	NA	NA	NA	kpastoris	Komagataella phaffii GS115	NA	NA	NA	644223	NA
Colletotrichum fructicola Nara gc5	Colletotrichum gloeosporioides	NA	NA	NA	cgloeosporioides	Colletotrichum fructicola Nara gc5	NA	NA	NA	1213859	NA
Plenodomus lingam JN3	Leptosphaeria maculans	NA	NA	NA	lmaculans	Plenodomus lingam JN3	NA	NA	NA	985895	NA
Schizosaccharomyces cryophilus OY26	Schizosaccharomyces cryophilus	NA	NA	NA	scryophilus	Schizosaccharomyces cryophilus OY26	NA	NA	NA	653667	NA
Candida albicans SC5314	Candida albicans	NA	NA	NA	calbicans	Candida albicans SC5314	NA	NA	NA	237561	NA
Trichoderma reesei QM6a	Trichoderma reesei	NA	NA	NA	treesei	Trichoderma reesei QM6a	NA	NA	NA	431241	NA
Colletotrichum graminicola M1.001	Colletotrichum graminicola	NA	NA	NA	cgraminicola	Colletotrichum graminicola M1.001	NA	NA	NA	645133	NA
Colletotrichum orbiculare MAFF 240422	Colletotrichum orbiculare	NA	NA	NA	corbiculare	Colletotrichum orbiculare MAFF 240422	NA	NA	NA	1213857	NA
Candida tropicalis MYA-3404	Candida tropicalis	NA	NA	NA	ctropicalis	Candida tropicalis MYA-3404	NA	NA	NA	294747	NA
Caenorhabditis zanzibari	Caenorhabditis zanzibari	NA	NA	NA	cazanzprjeb12596	Caenorhabditis zanzibari	NA	NA	NA	2306312	NA
Colletotrichum higginsianum	Colletotrichum higginsianum	NA	NA	NA	chigginsianum	Colletotrichum higginsianum	NA	NA	NA	80884	NA
Neurospora crassa OR74A	Neurospora crassa	NA	NA	NA	ncrassa	Neurospora crassa OR74A	NA	NA	NA	367110	NA
Pyrenophora tritici-repentis Pt-1C-BFP	Pyrenophora tritici-repentis Pt-1C-BFP	NA	NA	NA	ptriticirepentis	Pyrenophora tritici-repentis Pt-1C-BFP	NA	NA	NA	426418	NA
Yarrowia lipolytica CLIB122	Yarrowia lipolytica	NA	NA	NA	ylipolytica	Yarrowia lipolytica CLIB122	NA	NA	NA	284591	NA
Schizosaccharomyces pombe 972h-	Schizosaccharomyces pombe	NA	NA	NA	spombe	Schizosaccharomyces pombe 972h-	NA	NA	NA	284812	NA
Tuber melanosporum Mel28	Tuber melanosporum	NA	NA	NA	tmelanosporum	Tuber melanosporum Mel28	NA	NA	NA	656061	NA
Aspergillus niger	Aspergillus niger	NA	NA	NA	aniger	Aspergillus niger	NA	NA	NA	5061	NA
Sporisorium reilianum SRZ2	Sporisorium reilianum	NA	NA	NA	sreilianum	Sporisorium reilianum SRZ2	NA	NA	NA	999809	NA
Bactrocera latifrons	Bactrocera latifrons (Solanum fruit fly, USDA-ARS-PBARC rearing strain)	NA	NA	NA	blgca001853355v1	Bactrocera latifrons	NA	NA	NA	174628	NA
Drosophila nasuta	Drosophila nasuta (Pomace flies, 15112-1781.00)	NA	NA	NA	dngca023558535v2rs	Drosophila nasuta	NA	NA	NA	42062	NA
Fasciola hepatica	Fasciola hepatica (PRJEB58756)	NA	NA	NA	fahepaprjeb58756	Fasciola hepatica	NA	NA	NA	6192	NA
Anopheles atroparvus	Anopheles atroparvus (Mosquito, Infravec2 EBRE)	NA	NA	NA	aagca914969975	Anopheles atroparvus	NA	NA	NA	41427	NA
Anopheles dirus	Anopheles dirus (Mosquito, WRAIR2)	NA	NA	NA	adirus	Anopheles dirus	NA	NA	NA	7168	NA
Dimorphilus gyrociliatus	Dimorphilus gyrociliatus (Segmented worms)	NA	NA	NA	dggca904063045v1	Dimorphilus gyrociliatus	NA	NA	NA	2664684	NA
Lutzomyia longipalpis	Lutzomyia longipalpis (Sand fly, Jacobina)	NA	NA	NA	llongipalpis	Lutzomyia longipalpis	NA	NA	NA	7200	NA
Microctonus aethiopoides	Microctonus aethiopoides (Parasitoid wasp, Moroccan)	NA	NA	NA	magca030272655v1cm	Microctonus aethiopoides	NA	NA	NA	144406	NA
Varroa destructor	Varroa destructor (Honeybee mite)	NA	NA	NA	vdgca002443255	Varroa destructor	NA	NA	NA	109461	NA
Drosophila montana	Drosophila montana (Pomace flies, Dmon_TW-CO22-7)	NA	NA	NA	dmgca035044405v1rs	Drosophila montana	NA	NA	NA	40370	NA
Drosophila hydei	Drosophila hydei (Fruit fly, 15085-1641.00,03,60)	NA	NA	NA	dhgca003285905v2rs	Drosophila hydei	NA	NA	NA	7224	NA
Machimus atricapillus	Machimus atricapillus (Kite-tailed Robberfly, reference)	NA	NA	NA	magca933228815v1	Machimus atricapillus	NA	NA	NA	2794001	NA
Pediculus humanus corporis	Pediculus humanus corporis (Human body louse, USDA)	NA	NA	NA	phumanus	Pediculus humanus corporis	NA	NA	NA	121224	NA
Trichinella pseudospiralis	Trichinella pseudospiralis (ISS588PRJNA257433)	NA	NA	NA	iss588prjna257433	Trichinella pseudospiralis	NA	NA	NA	6337	NA
Danaus plexippus plexippus	Danaus plexippus plexippus (Monarch butterfly, F-2)	NA	NA	NA	dplexippus	Danaus plexippus plexippus	NA	NA	NA	278856	NA
Stegodyphus mimosarum	Stegodyphus mimosarum (African social velvet spider)	NA	NA	NA	smimosarum	Stegodyphus mimosarum	NA	NA	NA	407821	NA
Glossina brevipalpis	Glossina brevipalpis (Tsetse fly, IAEA)	NA	NA	NA	gbrevipalpis	Glossina brevipalpis	NA	NA	NA	37001	NA
Drosophila guanche	Drosophila guanche (Fruit fly)	NA	NA	NA	dggca900245975v1rs	Drosophila guanche	NA	NA	NA	7266	NA
Anthonomus grandis grandis	Anthonomus grandis grandis (Boll weevil)	NA	NA	NA	aggca022605725v3rs	Anthonomus grandis grandis	NA	NA	NA	2921223	NA
Sarcoptes scabiei	Sarcoptes scabiei (Itch mite, SSS_KF_BRIS2020)	NA	NA	NA	sscabiei	Sarcoptes scabiei	NA	NA	NA	52283	NA
Diorhabda carinulata	Diorhabda carinulata (Northern tamarisk beetle, Delta)	NA	NA	NA	dcgca026250575v1rs	Diorhabda carinulata	NA	NA	NA	1163345	NA
Bombyx mandarina	Bombyx mandarina (Wild silkworm, Bman2017)	NA	NA	NA	bmgca003987935v1rs	Bombyx mandarina	NA	NA	NA	7092	NA
Glossina morsitans morsitans	Glossina morsitans morsitans (Tsetse fly, Yale) - GCA_001077435.1	NA	NA	NA	gmorsitans	Glossina morsitans morsitans	NA	NA	NA	37546	NA
Anopheles melas	Anopheles melas (Mosquito, CM1001059_A)	NA	NA	NA	amelas	Anopheles melas	NA	NA	NA	34690	NA
Bursaphelenchus xylophilus	Bursaphelenchus xylophilus (PRJEB40022)	NA	NA	NA	buxyloprjeb40022	Bursaphelenchus xylophilus	NA	NA	NA	6326	NA
Tetranychus urticae	Tetranychus urticae (Two-spotted spider mite)	NA	NA	NA	turticae	Tetranychus urticae	NA	NA	NA	32264	NA
Aphidius gifuensis	Aphidius gifuensis (Parasitoid wasp, YNYX2018)	NA	NA	NA	aggca014905175v1	Aphidius gifuensis	NA	NA	NA	684658	NA
Glossina palpalis gambiensis	Glossina palpalis gambiensis (Tsetse fly, IAEA)	NA	NA	NA	gpalpalis	Glossina palpalis gambiensis	NA	NA	NA	67801	NA
Rhodnius prolixus	Rhodnius prolixus (Kissing bug, CDC) - GCA_000181055.3	NA	NA	NA	rprolixus	Rhodnius prolixus	NA	NA	NA	13249	NA
Panonychus citri	Panonychus citri (Citrus red mite, SS)	NA	NA	NA	pcgca014898815v1rs	Panonychus citri	NA	NA	NA	50023	NA
Bombus terrestris	Bombus terrestris (buff-tailed bumblebee, reference)	NA	NA	NA	btgca910591885v2	Bombus terrestris	NA	NA	NA	30195	NA
Ixodes persulcatus	Ixodes persulcatus - (Taiga tick)	NA	NA	NA	ipgca013358835v2vb	Ixodes persulcatus	NA	NA	NA	34615	NA
Drosophila arizonae	Drosophila arizonae (Fruit fly, ariz_Son04)	NA	NA	NA	dagca001654025v1rs	Drosophila arizonae	NA	NA	NA	7263	NA
Phlebotomus papatasi	Phlebotomus papatasi (Sand fly, M1)	NA	NA	NA	ppgca024763615v2rs	Phlebotomus papatasi	NA	NA	NA	29031	NA
Tribolium castaneum	Tribolium castaneum (Red flour beetle, GA2)	NA	NA	NA	tcgca031307605v1rs	Tribolium castaneum	NA	NA	NA	7070	NA
Trichinella patagoniensis	Trichinella patagoniensis	NA	NA	NA	trpataprjna257433	Trichinella patagoniensis	NA	NA	NA	990121	NA
Diuraphis noxia	Diuraphis noxia (Russian wheat aphid, RWA2)	NA	NA	NA	dngca001186385v1	Diuraphis noxia	NA	NA	NA	143948	NA
Trichogramma pretiosum	Trichogramma pretiosum (Parasitoid wasp, Unisexual culture from Peru)	NA	NA	NA	tpgca000599845v3	Trichogramma pretiosum	NA	NA	NA	7493	NA
Anopheles coluzzii	Anopheles coluzzii (Mosquitos)	NA	NA	NA	acgca943734685v1rs	Anopheles coluzzii	NA	NA	NA	1518534	NA
Coremacera marginata	Coremacera marginata (Sieve-winged Snailkiller, reference)	NA	NA	NA	cmgca914767935v1	Coremacera marginata	NA	NA	NA	1226616	NA
Limnephilus lunatus	Limnephilus lunatus (Caddisflies, reference)	NA	NA	NA	llgca917563855v2	Limnephilus lunatus	NA	NA	NA	1218281	NA
Schmidtea nova	Schmidtea nova (Flatworm, GOE00023_SP068/2)	NA	NA	NA	sngca044892505v1cm	Schmidtea nova	NA	NA	NA	163373	NA
Microplitis demolitor	Microplitis demolitor (Parasitoid wasp, Queensland-Clemson2020A)	NA	NA	NA	mdgca026212275v2rs	Microplitis demolitor	NA	NA	NA	69319	NA
Mayetiola destructor	Mayetiola destructor (Hessian fly, Kansas Great Plain)	NA	NA	NA	mdestructor	Mayetiola destructor	NA	NA	NA	39758	NA
Myopa tessellatipennis	Myopa tessellatipennis - (flies, reference)	NA	NA	NA	mtgca943737955v2	Myopa tessellatipennis	NA	NA	NA	2829445	NA
Rhopalosiphum maidis	Rhopalosiphum maidis (Corn leaf aphid, BTI-1)	NA	NA	NA	rmgca003676215v3	Rhopalosiphum maidis	NA	NA	NA	43146	NA
Trichobilharzia regenti	Trichobilharzia regenti	NA	NA	NA	trregeprjeb44434	Trichobilharzia regenti	NA	NA	NA	157069	NA
Echinostoma caproni	Echinostoma caproni	NA	NA	NA	eccaprprjeb1207	Echinostoma caproni	NA	NA	NA	27848	NA
Apis mellifera	Apis mellifera (Honey bee, DH4)	NA	NA	NA	amellifera	Apis mellifera	NA	NA	NA	7460	NA
Owenia fusiformis	Owenia fusiformis (Segmented worms)	NA	NA	NA	ofgca903813345v1	Owenia fusiformis	NA	NA	NA	6347	NA
Drosophila busckii	Drosophila busckii (Fruit fly, San Diego stock center stock number 13000-0081.31)	NA	NA	NA	dbgca011750605v1rs	Drosophila busckii	NA	NA	NA	30019	NA
Adineta vaga	Adineta vaga (Rotifer)	NA	NA	NA	avaga	Adineta vaga	NA	NA	NA	104782	NA
Glossina pallidipes	Glossina pallidipes (Tsetse fly, IAEA)	NA	NA	NA	gpallidipes	Glossina pallidipes	NA	NA	NA	7398	NA
Chelonus insularis	Chelonus insularis (Parasitoid wasp, UGA/USDA-ARS -01)	NA	NA	NA	cigca013357705v1rs	Chelonus insularis	NA	NA	NA	460826	NA
Diorhabda sublineata	Diorhabda sublineata (Subtropical tamarisk beetle, icDioSubl1.1)	NA	NA	NA	dsgca026230105v1rs	Diorhabda sublineata	NA	NA	NA	1163346	NA
Ichneumon xanthorius	Ichneumon xanthorius (Ichneumon Wasp, reference)	NA	NA	NA	ixgca917499995v1	Ichneumon xanthorius	NA	NA	NA	2795680	NA
Trialeurodes vaporariorum	Trialeurodes vaporariorum (Greenhouse whitefly, IVF)	NA	NA	NA	tvgca011764245	Trialeurodes vaporariorum	NA	NA	NA	88556	NA
Glyphotaelius pellucidus	Glyphotaelius pellucidus (Caddisflies, reference)	NA	NA	NA	gpgca936435175v1	Glyphotaelius pellucidus	NA	NA	NA	1271742	NA
Panagrolaimus sp. JU765	Panagrolaimus ju765	NA	NA	NA	paju76prjeb32708	Panagrolaimus sp. JU765	NA	NA	NA	591449	NA
Actinia equina	Actinia equina (Beadlet anemone, AE1)	NA	NA	NA	aegca011057435	Actinia equina	NA	NA	NA	6106	NA
Limnephilus marmoratus	Limnephilus marmoratus (Caddisflies, reference)	NA	NA	NA	lmgca917880885v1	Limnephilus marmoratus	NA	NA	NA	1271730	NA
Lineus longissimus	Lineus longissimus (Bootlace worm, reference)	NA	NA	NA	llgca910592395v2	Lineus longissimus	NA	NA	NA	88925	NA
Anopheles christyi	Anopheles christyi (Mosquito, ACHKN1017)	NA	NA	NA	achristyi	Anopheles christyi	NA	NA	NA	43041	NA
Galendromus occidentalis	Galendromus occidentalis (Western predatory mite)	NA	NA	NA	gogca000255335v2rs	Galendromus occidentalis	NA	NA	NA	34638	NA
Dinothrombium tinctorium	Dinothrombium tinctorium (Red velvet mite, UoL-WK)	NA	NA	NA	dtinctorium	Dinothrombium tinctorium	NA	NA	NA	1965070	NA
Limnephilus rhombicus	Limnephilus rhombicus (Caddisflies, reference)	NA	NA	NA	lrgca929108145v2	Limnephilus rhombicus	NA	NA	NA	692089	NA
Heliconius melpomene	Heliconius melpomene (Postman butterfly)	NA	NA	NA	hmelpomene	Heliconius melpomene	NA	NA	NA	34740	NA
Amblyomma americanum	Amblyomma americanum	NA	NA	NA	aagca030143305v2gb	Amblyomma americanum	NA	NA	NA	6943	NA
Ooceraea biroi	Ooceraea biroi (Clonal raider ant, clonal line C1)	NA	NA	NA	obgca003672135v1	Ooceraea biroi	NA	NA	NA	2015173	NA
Caenorhabditis tribulationis	Caenorhabditis tribulationis	NA	NA	NA	catribprjeb12608	Caenorhabditis tribulationis	NA	NA	NA	2306311	NA
Harpegnathos saltator	Harpegnathos saltator (Indian jumping ant, DR-91)	NA	NA	NA	hsgca003227715v2rs	Harpegnathos saltator	NA	NA	NA	610380	NA
Anopheles albimanus	Anopheles albimanus - (Mosquito, ALBI9_A)	NA	NA	NA	aagca000349125v2vb	Anopheles albimanus	NA	NA	NA	7167	NA
Microctonus hyperodae	Microctonus hyperodae (Parasitoid wasp, Lincoln)	NA	NA	NA	mhgca030347285v1cm	Microctonus hyperodae	NA	NA	NA	165561	NA
Leptotrombidium deliense	Leptotrombidium deliense (Harvest mite, UoL-UT)	NA	NA	NA	ldeliense	Leptotrombidium deliense	NA	NA	NA	299467	NA
Phlebotomus argentipes	Phlebotomus argentipes (Sand fly)	NA	NA	NA	pagca947086385v1rs	Phlebotomus argentipes	NA	NA	NA	94469	NA
Magallana angulata	Crassostrea angulata (Portuguese oyster, pt1a10)	NA	NA	NA	cagca025612915v2rs	Magallana angulata	NA	NA	NA	2784310	NA
Ornithodoros turicata	Ornithodoros turicata (Softbacked ticks, Travis)	NA	NA	NA	otgca037126465v1rs	Ornithodoros turicata	NA	NA	NA	34597	NA
Dermatophagoides pteronyssinus	Dermatophagoides pteronyssinus (European house dust mite, airmid)	NA	NA	NA	dpgca001901225v2	Dermatophagoides pteronyssinus	NA	NA	NA	6956	NA
Hyalomma asiaticum	Hyalomma asiaticum (Hard-bodied tick, Hyas-2018)	NA	NA	NA	hagca013339685v2vb	Hyalomma asiaticum	NA	NA	NA	266040	NA
Drosophila tropicalis	Drosophila tropicalis (Pomace flies, 14030-0801.00)	NA	NA	NA	dtgca018151085v1rs	Drosophila tropicalis	NA	NA	NA	46794	NA
Schistosoma mattheei	Schistosoma mattheei	NA	NA	NA	scmattprjeb44434	Schistosoma mattheei	NA	NA	NA	31246	NA
Athalia rosae	Athalia rosae (Coleseed sawfly, reference)	NA	NA	NA	argca917208135v1	Athalia rosae	NA	NA	NA	37344	NA
Drosophila navojoa	Drosophila navojoa (Fruit fly, navoj_Jal97)	NA	NA	NA	dngca001654015v2rs	Drosophila navojoa	NA	NA	NA	7232	NA
Habropoda laboriosa	Habropoda laboriosa (Southeastern blueberry bee, 0110345459)	NA	NA	NA	hlgca001263275v1rs	Habropoda laboriosa	NA	NA	NA	597456	NA
Anopheles gambiae	Anopheles gambiae (African malaria mosquito, PEST) - GCA_000005575.1	NA	NA	NA	agambiae	Anopheles gambiae	NA	NA	NA	7165	NA
Tribolium madens	Tribolium madens (Black flour beetle, multiple individuals)	NA	NA	NA	tmgca015345945v1rs	Tribolium madens	NA	NA	NA	41895	NA
Drosophila grimshawi	Drosophila grimshawi (Fruit fly, 15287-2541.00)	NA	NA	NA	dggca018153295v1rs	Drosophila grimshawi	NA	NA	NA	7222	NA
